0.000000,-1023278590,1,-921961905
1.000000,251,226,0
2.000000,-1023278590,1,64079
3.000000,131073,12779521,-922025984
4.000000,251,1,0
5.000000,36,1,0
6.000000,603979776,16777216,0
7.000000,1583242846,1583242846,1583242846
8.000000,1583242846,1583242846,1583242846
9.000000,1583242846,1583242846,1583242846
10.000000,1583242916,1583242846,0
11.000000,-83886081,50331648,0
12.000000,0,0,0
13.000000,-1023278590,3,58720258
14.000000,0,0,0
15.000000,58720256,-503316480,1
16.000000,2359296,2818,0
17.000000,0,9216,256
18.000000,0,65536,2
19.000000,451,184549376,4
