0.000000,-246,-353703169,-353703190
1.000000,-353703190,-353703190,-353703190
2.000000,-1023278590,1,64079
3.000000,-1023279103,1,2359296
4.000000,0,-1627389951,0
5.000000,50331362,451,1325400064
6.000000,16777466,1,64079
7.000000,-1023279103,-353703190,-353703190
8.000000,-353703190,-353703190,-353703190
9.000000,-353703190,-353703190,-353703190
10.000000,-1751651606,67409815,67372036
11.000000,67372036,1,-922025984
12.000000,67372036,4,201589760
13.000000,-1751651606,67409815,67372036
14.000000,67372036,1,-922025984
15.000000,67372036,4,201589760
16.000000,169732,0,0
