0.000000,1048576,10001,0,0,0
1.000000,1048576,10002,1048576,1035653668,1035653669
2.000000,1048576,10003,0,0,0
3.000000,1048576,10002,1048576,1769996292,1769996295
4.000000,1048576,10002,1048576,0,0
5.000000,0,1073741824,0,0,0
6.000000,268435456,2560256,0,0,0
7.000000,268435456,2560256,0,0,1579032
8.000000,0,1048576,10002,1048576,0
9.000000,0,1048576,10002,1048576,-2096627328
10.000000,-2096627329,0,4194304,0,0
11.000000,0,1048576,10004,0,0
12.000000,0,1048576,10002,1048576,0
13.000000,1048576,10001,0,0,0
14.000000,33554432,10001,0,0,0
15.000000,1048576,10002,1048576,-366127544,-366127542
16.000000,0,10001,0,0,0
17.000000,1048576,754984723,0,0,0
18.000000,0,10004,0,0,0
19.000000,1,10001,0,0,0
20.000000,1048576,10002,1,0,0
21.000000,1048576,10001,0,0,0
22.000000,0,10002,0,0,0
23.000000,4194304,10002,0,0,0
24.000000,1048576,10002,1048576,0,0
25.000000,1048576,10002,1,0,0
26.000000,1048576,10004,0,0,0
27.000000,1048576,10002,1048576,311468164,311468162
28.000000,1048576,10001,0,0,0
29.000000,1048576,10002,1048576,-366127544,-366127542
30.000000,1,10004,0,0,0
31.000000,1048576,10002,1048576,311468164,311468162
32.000000,1048576,10002,1048576,1035653668,1035653669
33.000000,1048576,10002,1048576,-2096627328,-2096627329
34.000000,1,10004,0,0,0
35.000000,1048576,10001,0,0,0
36.000000,0,4194362,0,0,0
37.000000,1048576,10003,0,0,0
38.000000,1048576,10004,0,0,0
39.000000,0,10001,0,0,0
40.000000,1048576,10004,0,0,0
41.000000,1048576,10002,1048576,0,0
42.000000,0,10002,0,0,0
43.000000,33554432,10001,0,0,0
44.000000,0,10002,0,0,0
45.000000,1048576,10002,1048576,-366127544,-366127542
46.000000,1,10001,0,0,0
47.000000,1048576,10002,1048576,0,0
48.000000,1048576,10002,1048576,-2096627328,-2096627329
