0.000000,1,0,0
1.000000,-909574142,-909522487,-909522487
2.000000,-909522487,-909522487,-909522487
3.000000,-909522487,-909522487,-909522487
4.000000,16828873,0,-256
5.000000,-1,-1,-256
6.000000,-1,0,134217728
7.000000,-1,-1,-1
8.000000,67109119,-909522487,13224393
9.000000,1,-65536,-1
10.000000,-1,-65281,-1
11.000000,255,0,-248
12.000000,-769,-1,65535
13.000000,-909522668,-909522487,262144
14.000000,1,-256,-1
15.000000,-65281,-1,767
16.000000,0,-909508864,13224393
17.000000,1,-65536,-1
18.000000,-1,-65281,-1
19.000000,255,6291456,-248
20.000000,-1,-1,65535
21.000000,-909522684,-909522483,262144
22.000000,1,1,-65536
23.000000,-1,-33554433,-65281
24.000000,131071,1,-335544320
25.000000,-16777215,65535,0
26.000000,-63488,-223,-1
27.000000,33554175,-909522684,-909522487
28.000000,262144,1,51657
29.000000,65540,-16777216,-1
30.000000,16777215,-1,-1
31.000000,67109119,-909522487,13224393
32.000000,-16776192,-1025,-922746625
33.000000,-909522487,457,13224393
34.000000,1,-65536,256
35.000000,1,0,12648959
36.000000,4,16711680,0
37.000000,-909574142,-909522487,-909522487
38.000000,-909522487,-909522487,-909522487
39.000000,-909522487,-909522487,-909522487
40.000000,16828873,0,-256
41.000000,-1,-1,-256
42.000000,-1,0,134217728
43.000000,-1,-1,-1
44.000000,67109119,-909522487,13224393
45.000000,1,-65536,150994943
46.000000,-14548993,-1,-65537
47.000000,-909573119,-909522487,590025
48.000000,67108864,256,13224192
49.000000,16778240,0,-1
50.000000,-1,-256,-1
51.000000,33554432,0,-1
52.000000,-65536,0,262144
53.000000,-65536,-1,-1
54.000000,-1,655359,-65536
55.000000,65290,0,131072
56.000000,-909522487,-909522487,-909522487
57.000000,-909522487,-909522487,-909522487
58.000000,-909522487,-909522487,-909522487
59.000000,256,-16777216,-1
60.000000,-1,-16711681,-1
61.000000,65535,0,-63488
62.000000,-1,-1,16777215
63.000000,-909573120,-909522487,65737
64.000000,0,-1,-1
65.000000,16777215,-1,16777215
66.000000,0,-16252928,-50331649
67.000000,-1,-1,-921436160
68.000000,-909522487,51657,65540
69.000000,-16777216,-1,16777215
70.000000,-1,50331647,0
71.000000,-16777216,-909522487,65737
72.000000,-65536,65535,-909522684
73.000000,-909522483,262144,1
74.000000,1,-65536,-1
75.000000,-33554433,-65281,131071
76.000000,1,-335544320,-16777215
77.000000,65535,0,-63488
78.000000,-223,-1,33554175
79.000000,-909522684,-909522487,262144
80.000000,1,51657,65540
81.000000,-16777216,-1,16777215
82.000000,-1,-1,67109119
83.000000,-909522487,13224393,-16776192
84.000000,-1025,-922746625,-909522487
85.000000,457,13224393,1
86.000000,16711680,-256,-16776961
87.000000,255,67108864,-16777216
88.000000,-1,-1,-1
89.000000,167772159,-16777216,255
90.000000,0,0,-909574144
91.000000,16828873,0,-256
92.000000,-1,-1,-256
93.000000,-1,0,134217728
94.000000,-1,-1,-1
95.000000,67109119,-909522487,13224393
96.000000,1,-65536,-1
97.000000,-1,-65281,-1
98.000000,255,0,-248
99.000000,-769,-1,65535
100.000000,-909522668,-909522487,262144
101.000000,1,-256,-1
102.000000,-65281,-1,767
103.000000,0,-909508864,13224393
104.000000,1,-65536,-1
105.000000,-1,-65281,-1
106.000000,-1,-1,255
107.000000,6291456,-248,-1
108.000000,-1,65535,-909522684
109.000000,-909522487,262144,1
110.000000,1,-65536,-1
111.000000,-33554433,-65281,131071
112.000000,1,-335544320,-16777215
113.000000,65535,0,-63488
114.000000,67108897,-909522487,13224393
115.000000,-16776192,-1025,-922746625
116.000000,-909522487,457,13224393
117.000000,1,-65536,256
118.000000,1,0,12648959
119.000000,4,16711680,0
120.000000,-909574142,-909522487,-909522487
121.000000,-909522487,-909522487,-909522487
122.000000,-909522487,-909522487,-909573120
123.000000,-909522487,67109065,-67109120
124.000000,16777215,-909522688,30001609
125.000000,-909574144,65737,0
126.000000,16842751,65536,-256
127.000000,9306112,0,3
