0.000000,1048576,10001,0,0,0
1.000000,1048576,10002,1048576,1035653668,1035653669
2.000000,1048576,10003,0,0,0
3.000000,1048576,10002,1048576,1769996292,1769996295
4.000000,1048576,10002,1048576,1769996292,1769996295
5.000000,1048576,10002,1048576,0,0
6.000000,1048576,10002,1048576,-1065353036,-1065353039
7.000000,1048576,10004,0,0,0
8.000000,1048576,10002,1048576,0,0
9.000000,1048576,10002,1048576,-2096627328,-2096627329
10.000000,1048576,10002,1048576,1769996292,1769996295
11.000000,1048576,10004,0,0,0
12.000000,1048576,10002,1048576,1769996292,1769996295
13.000000,4194304,10002,0,0,0
14.000000,1,10004,0,0,0
15.000000,1048576,10002,1,0,0
16.000000,1048576,10001,0,0,0
17.000000,0,10003,0,0,0
18.000000,0,10002,0,0,0
19.000000,1048576,10002,1048576,-366127544,-366127542
20.000000,1048576,10004,0,0,0
21.000000,1048576,10004,0,0,0
22.000000,0,4194304,0,0,0
23.000000,1048576,10001,0,0,0
24.000000,1048576,10001,0,0,0
25.000000,1048576,10002,1048576,0,0
26.000000,1048576,10002,1048576,-2096627328,-2096627329
27.000000,0,4194304,0,0,0
28.000000,1048576,10004,0,0,0
29.000000,1048576,10002,1048576,0,0
30.000000,1,10003,0,0,0
31.000000,1048576,10002,1048576,1769996292,1769996295
32.000000,1048576,10003,0,0,0
33.000000,1048576,10002,1048576,0,0
34.000000,0,10001,0,0,0
35.000000,0,10001,0,0,0
36.000000,1048576,10002,1,0,0
37.000000,32768,10001,0,0,0
38.000000,1,10004,0,0,0
39.000000,1048576,10002,1,0,0
40.000000,0,10003,0,0,0
41.000000,0,10004,0,0,0
42.000000,1048576,10002,1048576,1035653668,1035653669
43.000000,0,10001,0,0,0
44.000000,33554432,10001,0,0,0
45.000000,1,10001,0,0,0
46.000000,1048576,10002,1048576,-366127544,-366127542
47.000000,65536,10001,0,0,0
48.000000,1048576,10002,1048576,1035653668,1035653669
49.000000,65536,10001,0,0,0
50.000000,65536,10001,0,0,0
51.000000,0,10002,0,0,0
52.000000,0,10003,0,0,0
53.000000,1048576,10002,1048576,0,0
54.000000,33554432,10001,0,0,0
55.000000,1,10003,0,0,0
56.000000,33554432,10001,0,0,0
57.000000,0,4194304,0,0,0
58.000000,1,10003,0,0,0
59.000000,0,10002,0,0,0
60.000000,0,4194304,0,0,0
61.000000,1048576,10002,1048576,0,0
62.000000,1,10003,0,0,0
63.000000,1048576,10004,0,0,0
64.000000,1,10004,0,0,0
65.000000,1048576,10001,0,0,0
66.000000,1048576,10001,0,0,0
67.000000,33554432,10001,0,0,0
68.000000,1048576,10002,1048576,-366127544,-366127542
69.000000,0,10001,0,0,0
70.000000,1048576,10003,0,0,0
71.000000,0,10004,0,0,0
72.000000,1,10001,0,0,0
73.000000,1048576,10002,1,0,0
74.000000,1048576,10001,0,0,0
75.000000,0,10002,0,0,0
76.000000,4194304,10002,0,0,0
77.000000,1048576,10002,1048576,0,0
78.000000,1048576,10002,1,0,0
79.000000,1048576,10004,0,0,0
80.000000,1048576,10002,1048576,311468164,311468162
81.000000,1048576,10001,0,0,0
82.000000,1048576,10002,1048576,-366127544,-366127542
83.000000,1,10004,0,0,0
84.000000,1048576,10002,1048576,311468164,311468162
85.000000,1048576,10002,1048576,1035653668,1035653669
86.000000,1048576,10002,1048576,-2096627328,-2096627329
87.000000,1,10004,0,0,0
88.000000,1048576,10001,0,0,0
89.000000,0,4194304,0,0,0
90.000000,1048576,10003,0,0,0
91.000000,1048576,10004,0,0,0
92.000000,0,10001,0,0,0
93.000000,1048576,10004,0,0,0
94.000000,1048576,10002,1048576,0,0
95.000000,0,10002,0,0,0
96.000000,33554432,10001,0,0,0
97.000000,0,10002,0,0,0
98.000000,1048576,10002,1048576,-366127544,-366127542
99.000000,1,10001,0,0,0
100.000000,1048576,10002,1048576,0,0
101.000000,1048576,10002,1048576,-2096627328,-2096627329
