0.000000,27680,10001,13697028,704974848,0
1.000000,7077888,2560256,268436480,0,100726272
2.000000,27680,2565650,68157440,0,0
3.000000,7077888,2560512,68157440,-16777216,7077888
4.000000,2560512,266240,0,6946816,0
5.000000,301989996,2560512,27648,10001,13697028
6.000000,301993984,39,1040,65280,301989996
7.000000,268435495,4,0,106,0
8.000000,301994496,1811939367,655425536,262144,268435665
9.000000,7077893,704975360,5120,2753808,0
10.000000,27648,10001,1048580,2752512,10004
11.000000,25856,10001,1048580,27680,10001
12.000000,13697028,704974848,0,7077888,266240
13.000000,0,0,4716,268445440,4
14.000000,16777216,0,1048580,512,1811939328
15.000000,655491072,3866624,1040,39,0
