0.000000,1536,10001,0,655360,1536
1.000000,17,0,65024,3080192,0
2.000000,7995392,7340032,0,100663296,655425536
3.000000,-16777216,-1650614883,2560256,2569472,-1229539840
4.000000,587005180,41,0,572662306,-56798
5.000000,-1,11974326,10002,0,17924096
6.000000,9986,0,655360,0,654311424
7.000000,100663313,-1650589952,805346717,-1241513945,46774
8.000000,167772160,0,393216,2560256,-1644232704
9.000000,10329501,10001,10037,2560438,-1644232704
10.000000,10329501,10032,-55134538,-4,657521674
11.000000,-50593792,64764,65024,9984,-55134538
12.000000,-4,3210250,59,0,0
